Year	Day	DepDelay	ArrDelay	TotalDelay
1994	Friday	7.85843170389	7.3540338021	15.212465506
1994	Monday	6.11163696058	5.26307757615	11.3747145367
1994	Saturday	5.54515991074	3.13834686652	8.68350677726
1994	Sunday	6.14534049369	4.28602261106	10.4313631048
1994	Thursday	7.83012505649	7.64893792641	15.4790629829
1994	Tuesday	5.43898339807	4.73854860492	10.177532003
1994	Wednesday	7.12972967873	6.97711556659	14.1068452453
1995	Friday	9.65174819682	8.86304504339	18.5147932402
1995	Monday	7.11792405584	5.90684372562	13.0247677815
1995	Saturday	7.80042215911	5.32216804042	13.1225901995
1995	Sunday	8.05025056188	5.90722775188	13.9574783138
1995	Thursday	9.05237180128	8.47153286399	17.5239046653
1995	Tuesday	7.28963968822	6.37901000413	13.6686496924
1995	Wednesday	8.60818977987	8.10015648423	16.7083462641
1996	Friday	12.5829181088	12.9505063017	25.5334244106
1996	Monday	9.28042186475	9.11807537196	18.3984972367
1996	Saturday	8.85616225196	6.86383155299	15.7199938049
1996	Sunday	9.39000570968	8.07456731547	17.4645730251
1996	Thursday	11.0201536299	11.6344846277	22.6546382576
1996	Tuesday	8.86816139301	9.09206618252	17.9602275755
1996	Wednesday	9.42853006773	9.68544001988	19.1139700876
1997	Friday	10.7728208496	10.6857080551	21.4585289048
1997	Monday	6.87102085762	6.0501161916	12.9211370492
1997	Saturday	7.63487578056	5.41340268792	13.0482784685
1997	Sunday	8.79222230954	7.34330803188	16.1355303414
1997	Thursday	9.1972344053	9.28832853964	18.4855629449
1997	Tuesday	6.18604221663	5.55039055034	11.736432767
1997	Wednesday	7.86273949537	7.90214046993	15.7648799653
1998	Friday	11.0922937774	10.0937574661	21.1860512435
1998	Monday	8.59025579459	7.31878699196	15.9090427866
1998	Saturday	7.13167154689	3.56734487754	10.6990164244
1998	Sunday	9.25385114975	6.94857810567	16.2024292554
1998	Thursday	10.0640498993	9.59767622579	19.6617261251
1998	Tuesday	8.18772954739	7.48000336155	15.6677329089
1998	Wednesday	8.24476719742	7.59752246559	15.842289663
1999	Friday	11.8292449873	11.3936061032	23.2228510905
1999	Monday	9.10851959007	7.97502088385	17.0835404739
1999	Saturday	8.21507977702	5.34656010181	13.5616398788
1999	Sunday	9.83390659635	7.95640921458	17.7903158109
1999	Thursday	10.1254375588	10.0208698099	20.1463073686
1999	Tuesday	7.35992008841	6.62110408727	13.9810241757
1999	Wednesday	8.34272370221	8.00361011747	16.3463338197
2000	Friday	15.2935000751	15.5209098644	30.8144099394
2000	Monday	10.178849739	9.20449937083	19.3833491098
2000	Saturday	9.24696188547	6.52065304118	15.7676149267
2000	Sunday	12.4304406393	11.28502027	23.7154609093
2000	Thursday	13.0918992572	13.2630610439	26.354960301
2000	Tuesday	8.28867212708	7.56582378641	15.8544959135
2000	Wednesday	9.72313807772	9.54950746369	19.2726455414
2001	Friday	10.9634114543	9.20586349686	20.1692749511
2001	Monday	7.18175255005	4.29503395162	11.4767865017
2001	Saturday	7.73789514413	3.70620328259	11.4440984267
2001	Sunday	8.79518320629	5.4889681368	14.2841513431
2001	Thursday	9.15628244192	7.64154854094	16.7978309829
2001	Tuesday	6.05260612567	3.50684129903	9.5594474247
2001	Wednesday	6.89307929832	4.66276791811	11.5558472164
2002	Friday	7.23173962937	5.43533668933	12.6670763187
2002	Monday	5.72076786774	3.53165070871	9.25241857645
2002	Saturday	4.14071749497	0.0751709213417	4.21588841631
2002	Sunday	5.79712281156	2.77774869579	8.57487150735
2002	Thursday	6.47986248325	4.88926352257	11.3691260058
2002	Tuesday	4.47470421992	2.53721301902	7.01191723893
2002	Wednesday	4.49643712678	2.70246575125	7.19890287803
2003	Friday	6.50972401132	5.52351758505	12.0332415964
2003	Monday	5.51452488717	3.96025323148	9.47477811865
2003	Saturday	3.85231124	0.490320543856	4.34263178386
2003	Sunday	6.07695127825	3.95736635672	10.034317635
2003	Thursday	5.92138650308	5.14042883589	11.061815339
2003	Tuesday	4.0877406382	2.46044297666	6.54818361486
2003	Wednesday	4.44335142326	3.2084646085	7.65181603176
2004	Friday	8.9453353904	7.97855837751	16.9238937679
2004	Monday	8.95712432927	7.79787910383	16.7550034331
2004	Saturday	5.78088947441	2.64938303884	8.43027251325
2004	Sunday	8.29169497204	6.28159884545	14.5732938175
2004	Thursday	8.76172841289	7.93805830384	16.6997867167
2004	Tuesday	6.56705238302	5.51074707012	12.0777994531
2004	Wednesday	7.4109023412	6.82317414997	14.2340764912
2005	Friday	10.5532176383	9.51446834701	20.0676859853
2005	Monday	9.11800731573	7.8607605048	16.9787678205
2005	Saturday	6.52256861746	3.30107183028	9.82364044774
2005	Sunday	8.64646898254	6.45401245915	15.1004814417
2005	Thursday	10.1457697589	9.67233187366	19.8181016326
2005	Tuesday	6.84516494561	5.36786910768	12.2130340533
2005	Wednesday	8.39858607185	7.55694563264	15.9555317045
2006	Friday	13.0521618949	12.3207137648	25.3728756597
2006	Monday	10.3028157916	8.84253901797	19.1453548096
2006	Saturday	8.26499445517	5.1691258344	13.4341202896
2006	Sunday	10.1787958171	8.13927497829	18.3180707953
2006	Thursday	11.7679764459	11.5751704275	23.3431468735
2006	Tuesday	7.67670469529	6.19516278298	13.8718674783
2006	Wednesday	8.87057272282	7.97717853485	16.8477512577
2007	Friday	13.536222795	13.0676750007	26.6038977957
2007	Monday	11.865883614	10.5135025566	22.3793861705
2007	Saturday	8.96528713689	5.84660003102	14.8118871679
2007	Sunday	11.9497644394	10.3295774066	22.279341846
2007	Thursday	12.8407578951	12.6859801553	25.5267380504
2007	Tuesday	9.35721385362	8.26368443401	17.6208982876
2007	Wednesday	10.6413316589	9.96294384777	20.6042755067
2008	Friday	12.1011089613	10.9534400796	23.0545490409
2008	Monday	10.2226107893	8.21085049486	18.4334612842
2008	Saturday	8.60527194376	5.78966641043	14.3949383542
2008	Sunday	11.5231982781	9.49588600678	21.0190842848
2008	Thursday	9.73943693983	8.41159915808	18.1510360979
2008	Tuesday	8.91644565762	7.48120760404	16.3976532617
2008	Wednesday	8.23387332288	6.52201731572	14.7558906386
